product_id,shop_id,product_name,ingredient,feature,skin_type,capacity,design,brand,expiry,origin
1591,965,Sữa Rửa Mặt Rau Má Skin1004 Madagascar Centella Ampoule Foam 125ml - LA COSMETIC,chiết xuất từ rau má,"làm sạch da, giúp da mềm mại và đủ độ ẩm, hỗ trợ giảm mụn","phù hợp cho mọi loại da, đặc biệt là da dầu mụn nhạy cảm",125ml,thông tin không có,skin104,thông tin không có,hàn quốc
1592,149,Bộ 2 hộp sữa rửa mặt gạo trắng da DABO RICE Hàn quốc 150ml/Hộp.,"tinh chất gạo, vitamin b5, kháng khuẩn","làm trắng da, tẩy trang, giảm nếp nhăn, se lỗ chân lông, hút nhờn, ngăn ngừa mụn trứng cá, làm mịn da",phù hợp với mọi loại da,150 ml,dạng dỡ,dabo,3 năm,hàn quốc
1593,757,Gel Sữa Rửa Mặt Chiết Xuất Từ Dầu Cây Trà Cosrx Good Morning Low PH Cleanser 150ml,"ferment, tinh dầu tràm trà, betaine","làm sạch da, làm sáng và dưỡng ẩm cho da, khử trùng, làm dịu da giảm mụn và làm sạch da hiệu quả, tẩy sạch lỗ chân lông và tế bào chết, kiểm soát lượng dầu nhờn, giảm kích ứng các vết đỏ và làm mềm da",mọi loại da,150 ml,dạng gel tạo bọt nhẹ nhàng,cosrx,3 năm kể từ nsx,hàn quốc
1594,966,Kem rửa mặt Acnes VItamin Cleanser 50g và 100g,"acetate vit e, ascorbyl vit c, vit b3, vit b5, vit a hcl, vit b6","làm sạch da, giúp da sáng mịn màng, mờ vết thâm","có khả năng tự tái tạo, tuy nhiên khả năng này sẽ suy giảm nếu tế bào liên tiếp bị tổn thương do mụn, đặc biệt thích hợp cho việc chăm sóc và cải thiện làn da sau mụn",50g và 10g,,acnes,,
1595,967,"Sữa rửa mặt Hadalabo dưỡng ẩm, dưỡng trắng mờ nám, tàn nhang srm Hada Labo tuýp 80g","amino acid, arbutin, vitamin c, vitamin b3, ha, nano ha, sha super acid","trắng da, rửa sạch, dưỡng da, cung cấp độ ẩm, khắc phục tình trạng khô sạm, tái tạo cấu trúc đàn hồi",,80 g,tuýp,hada labo,có hạn sử dụng,"sản xuất tại việt nam, thương hiệu nhật bản"
1596,838,Sữa Rửa Mặt Tro Núi Lửa Innisfree Jeju Volcanic Pore Cleansing Foam 150ml,chiết xuất tro núi lửa,làm sạch da mụn se khít lỗ chân lông,"dành cho da dầu, da hỗn hợp, da nhạy cảm",150 ml,,inisfre,,
1597,968,Sữa Rửa Mặt Future Shiseido Solution LX Extra Rich Cleansing Foam E,,sản phẩm làm sạch da thuộc dòng mỹ phẩm shiseido future solution lx có tác dụng loại bỏ tạp chất giúp làm sạch và duy trì độ ẩm cần thiết cho da khi được bọt cùng với nước shiseido future solution lx extra rich foam mang lại lớp bọt mềm mại nhẹ nhàng lấy đi bụi bẩn vi khuẩn dầu thừa tế bào chết giúp thông thoáng lỗ chân lông đồng thời sản phẩm còn giúp bổ sung dưỡng ẩm giúp làn da mềm mịn với thành phần có chứa sữa rửa mặt shiseido future solution lx extra rich foam còn hỗ trợ làm chậm lại quá trình lão hóa ngăn chặn hình thành nếp nhăn da sạm màu giúp tăng cường sức sống cho làn da lão hóa,,,,shiseido,,
1598,969,Sửa rửa mặt tẩy tế bào chết St.lves 170gr Mỹ cam kết chuẩn,chiết xuất từ 10 hạt tẩy chiết xuất từ thiên nhiên và dầu ôliu,"tẩy tế bào chết nhẹ nhàng, làm sạch sâu lỗ chân lông và giúp ngăn ngừa mụn, nuôi dưỡng giúp da trắng dần lên và săn chắc hơn","thích hợp cho da thường, da hỗn hợp, da dầu và da mụn đầu đen",170 gr,,st ives,,mỹ
1599,169,Sữa Rửa Mặt Herb Day 365 Cleansing Foam 170ML,"tinh chất nha đam, axit amin chiết xuất từ quả đào, thành phần thực vật","làm mềm mịn da, tăng cường sức đề kháng cho da, loại bỏ bã nhờn và các vi khuẩn gây ô nhiễm trên da, nuôi dưỡng da","thường hoặc yếu ớt mỏng manh, da khô, da dầu, da nhạy cảm",,,herb day 365 foam,,
1600,970,Sữa rữa mặt Dr Pepti Galacto Cleansing Foam 110ml Hàn Quốc Chính Hãng - Trắng Da Ngừa Mụn Da Dầu Khô Nhạy Cảm,"chiết xuất từ thành phần thiên nhiên, nguồn gốc từ pháp và lên men từ thermus thermo philus","làm sạch sâu, trắng da, ngừa mụn, điều tiết dầu nhờn trên da mặt","dành cho da dầu, khô, nhạy cảm",10ml,"chai nhỏ, tiện lợi",dr pepti,,hàn quốc
1601,369,Sữa Rửa Mặt Tạo Bọt Chiết Xuất Thiên Nhiên It's Skin Have A Cleansing Foam 150ml,"chiết xuất từ lòng đỏ trứng gà và màng vỏ trứng, hoạt chất và cam thảo","nhanh chóng làm dịu da kích ứng, thanh lọc, dưỡng trắng da, làm sạch sâu các lỗ chân lông, loại bỏ tế bào chết và phục hồi độ ẩm ngay tức thì cho da",phù hợp mọi loại da,150 ml,,it s skin,3 năm kể từ ngày sản xuất,hàn quốc
1602,971,Sữa Rửa Mặt Rau Củ Sủi Bọt Thải Độc Da Byvibes Wonder Bath Super Vegitoks Cleanser 30ML - Chính Hãng,"những loại rau củ tảo biển, chanh bơ","tẩy trang, làm sạch bụi bẩn dầu và bã nhờn trên da thải độc cho da, ngăn ngừa mụn và kiềm dầu, chống lão hóa ngừa viêm da dưỡng da","da dầu, da mụn",,,super vegitoks,,
1603,691,Sữa rửa mặt ngải cứu Bring Green Artemisia PH Cleasing Foam,"lá ngải cứu, bột ngải cứu, hỗn hợp vitamin từ 5 loại rau củ xanh (bó xôi, bắp cải, đậu bắp)","làm sạch thanh lọc da, bổ sung độ ẩm và khoáng chất cho da","mọi loại da, đặc biệt da dầu mụn nhạy cảm",,,bring gren,,hàn quốc
1604,923,[Hàng mới về] Sữa Rửa Mặt Innisfree Độc Đáo Chất Lượng Cao,"chiết xuất từ núi lửa jeju, không có thông tin, chiết xuất từ hạt táo, chiết xuất từ mầm lúa mạch xanh, chiết xuất từ việt quất, muối biển, muối biển, không có thông tin, chiết xuất từ trà xanh, olive oil, không có thông tin, volcanic pore bha, muối biển, chiết xuất từ hạt táo","tạo bọt, không có thông tin, không có thông tin, không có thông tin, tái tạo cân bằng da, chứa muối biển, chứa muối biển, làm sáng lỗ chân lông, tạo bọt, không có thông tin, tạo bọt, reduces pore size, exfoliates, softening, dạng thạch, chứa muối biển, tạo bọt","không có thông tin, không có thông tin, không có thông tin, không có thông tin, cân bằng da, không có thông tin, không có thông tin, giảm kích thước lỗ chân lông, không có thông tin, không có thông tin, không có thông tin, không có thông tin, không có thông tin, không có thông tin","150 ml, 150 ml, 150 g, 150 ml, 5 5 10 ml, 130 ml, 130 ml, 150 ml, 150 ml, 150 ml, 150 ml, 150 ml, 130 ml, 150 ml","không có thông tin, không có thông tin, không có thông tin, không có thông tin, không có thông tin, chai nhựa, chai nhựa, không có thông tin, chai nhựa, chai nhựa, chai nhựa, chai nhựa, chai nhựa, chai nhựa","không có thông tin, không có thông tin, không có thông tin, không có thông tin, không có thông tin, không có thông tin, không có thông tin, không có thông tin, không có thông tin, không có thông tin, không có thông tin, không có thông tin, không có thông tin, không có thông tin","không có thông tin, không có thông tin, không có thông tin, không có thông tin, không có thông tin, không có thông tin, không có thông tin, không có thông tin, không có thông tin, không có thông tin, không có thông tin, không có thông tin, không có thông tin, không có thông tin","không có thông tin, không có thông tin, không có thông tin, không có thông tin, không có thông tin, hàn quốc, hàn quốc, không có thông tin, hàn quốc, hàn quốc, hàn quốc, hàn quốc, không có thông tin, hàn quốc"
1605,481,La Roche-Posay Sữa Rửa Mặt Tạo Bọt Cho Da Hỗn Hợp Và Da Dầu Rất Nhạy Cảm & Kích Ứng La Roche-Posay Toleriane,,làm sạch da dịu nhẹ và bổ sung độ ẩm cho da không gây khô căng da sau khi sử dụng,phù hợp với da dầu và da hỗn hợp rất nhạy cảm,,,la roche-posay,3 năm kể từ ngày sản xuất,pháp
1606,972,TINH KHÔI - Sữa Rửa Mặt Thảo Dược Hương Phương Đông - SKINLOSOPHY 100ml,"các loại chiết xuất thảo dược quý hiếm, chiết xuất bambo, chiết xuất tre, chiết xuất bồ hòn, chiết xuất hoa sen, vitamin c, protein, acid béo, hydroxy acid tự nhiên và khoáng chất.","làm sạch sâu, cân bằng độ ẩm và tái tạo da, không gây tổn hại màng da, không gây khô da hay làm da nhạy cảm hơn, chứa các hợp chất chống oxy hóa, làm dịu da và làm se da.",,10 ml,,,,"nghiên cứu và phát triển bởi công ty tnh triết lý làn da, địa chỉ số 5 phố hàn thuyên, phường phạm đình hổ, quận hai bà trưng, thành phố hà nội. hotline: không có thông tin"
1607,275,[150g] Sửa Rửa Mặt Auvi Avacne Cleansing Gel Oil-Control Cleanser,chiết xuất từ thực vật như hoa đào và hạt mơ,"thanh lọc da, giảm thiểu bã nhờn dư thừa, mụn đầu đen và các khuyết điểm",,,,,,
1608,973,[Mã COSLUX0101 giảm 150K] Sữa rửa mặt hồi sinh da Murad Renewing Cleansing Cream 15ml,"water aqua, sodium cocoyl glyceryl stearate se, stearic acid, prunus kernel oil, echium sed oil, borago sed oil, bienis evening oil, serenoa serulata fruit extract, chondrus crispus extract, recutita flower extract, sodium imperata rot extract, carica papaya papaya fruit extract, citrus medica limonum lemon fruit extract, ascorbyl, butylene glycol, peg 8, xanthan gum, caprylyl glycol","loại bỏ các lớp tế bào chết, bụi bẩn, tạp chất sâu trong tận lỗ chân lông, ngăn ngừa và chống lại quá trình lão hóa da, se khít lỗ chân lông, tăng cường cung cấp nước duy trì độ ẩm, thúc đẩy quá trình sản xuất colagen tự nhiên và các elastin, sản sinh tế bào mới giúp làn da trở nên tươi trẻ mịn màng săn chắc, hình thành hệ thống bảo vệ tế bào trước sự tấn công của các gốc tự do, hắc tố và các yếu tố gây hại từ môi trường ngoài, bổ sung các dưỡng chất cần thiết duy trì sự tươi mới căng sáng cho làn da bền vững vượt thời gian",,,,murad,,
1609,968,Sữa Rửa Mặt Shiseido Clarifying  Foam / Deep Cleansing Foam 125ml,có chứa bột trắng siêu mịn và đất sét trắng,"loại bỏ các tạp chất một cách hiệu quả, giàu dưỡng chất, bọt êm mịn, loại bỏ các tế bào da xỉn màu, củng cố khả năng bảo vệ từ bên trong","mọi loại da, da dầu",,recycling symbol,shiseido,,
1610,674,Sữa Rửa Mặt Tạo Bọt Etude House Soon Jung Ph 5.5 150ml Chất Lượng Cao,không độc hại,"làm sạch da, tạo bọt mịn, giữ ẩm và dịu da",phù hợp mọi loại da,150 ml,,etude house,,hàn quốc
1611,974,Sữa rửa mặt tạo bọt SKINFOOD chiết xuất đường đen tẩy tế bào chết dịu nhẹ làm mịn da 180ml,"đường đen và rượu gạo tinh khiết, axit glycolic tự nhiên, chiết xuất aspratus và chiết xuất maca","làm sạch cấu trúc da, tẩy tế bào chết nhẹ nhàng, loại bỏ tạp chất, không gây kích ứng",mọi loại da,,,skinfod,,
1612,273,[ HB - Gift] Sữa rửa mặt loại bỏ mụn lá neem Himalaya Purifying Neem Face Wash 50ml,"nước, amonium lauryl sulfate, betaine, sodium cocoyl, disodium cocoyl, melia leaf extract, curcuma longa rot extract, alkyl acrylate sodium, perfume, sodium citric acid, disodium edta, acetate, ci 19140, ci 42090","giảm mụn trứng cá, làm sạch da, loại bỏ dầu thừa, thu nhỏ lỗ chân lông, làm sáng trắng da",cho da dầu mụn,50 ml,,himalaya herbals,3 năm kể từ ngày sản xuất in trên bao bì sản phẩm,ấn độ
1613,975,Sữa Rửa Mặt Tạo Bọt Tinh Khiết Và Làm Sạch Sâu Manyo 120ml,,"tạo ra bọt siêu mịn dày đặc và nhỏ gọn để hút bụi bẩn dầu và tạp chất khỏi lỗ chân lông mà không gây kích ứng, không để lại cảm giác kêu hơi hoặc căng",,120 ml,,,24 tháng kể từ ngày sản xuất lên đến 6 tháng sau khi mở,
1614,976,[MEDIHEAL] Sữa Rửa Mặt Tạo Bọt Làm Sạch Sâu Chăm Sóc Da Mặt N.M.F Aquaring/Tea Tree/Collagen/Pore-Core-Clean EX,"cây trà, colagen, axit amin, lipid, khoáng chất, peptide","làm sạch, dưỡng ẩm, làm dịu, nâng và săn chắc da, kiểm soát dầu, làm sạch lỗ chân lông, mụn đầu đen",,170 ml,,mediheal,,republic of korea
1615,977,Sữa Rửa Mặt Uriage Hyseac Gel Nettoyant 500ml,"nguồn nước khoáng tinh khiết, olamine giu p la m sa ch sa u chiê t xuâ t liê u anh tha o điê u ho a hoa t đọ ng tiê t ba nhơ n","tạo bọt nhiều, làm sạch da mà không cần xà phòng, giữ ẩm cho da, giúp loại bỏ các tạp chất và bã nhờn dư thừa, làm giảm tình trạng mụn",dầu và hỗn hợp,150 ml hoặc 50 ml,"dạng tuýp hoặc chai nhựa, có vòi pump tiện lợi",uriage,,pháp
1616,335,Bột Rửa Mặt BY WISHTREND Green tea & Enzyme Powder Wash,"bột trà xanh, papain, sodium, amino acid","làm sạch da một cách dịu nhẹ, giữ ẩm cho da, hạn chế mụn đầu đen, tẩy da chết nhẹ nhàng","phù hợp với tất cả các loại da, đặc biệt dành cho da bị mụn và da nhạy cảm",,,by,,hàn quốc
1617,141,Sữa Rửa Mặt SENKA Perfect Whip120g,"chiết xuất từ hoa cúc từ vùng kyoto nhật bản, acid thuộc nhóm b, chiết xuất tơ tằm trắng","chống vi khuẩn, kháng viêm, loại bỏ tế bào chết, làm sạch tế bào da mất nước, bảo vệ da, giảm nhờn bón, chống oxi hóa, cung cấp độ ẩm",,,,,,
1618,978,Sữa Rửa Mặt Làm Sạch Sâu Dabo Nhập Khẩu Chính Hãng 180ml,,,,180 ml,,,,
1619,979,Sữa Rửa Mặt Tẩy Tế Bào Chết ST.IVES SCRUB 170g,"chiết xuất từ các loại trà xanh, bơ, mật ong, oats, dừa, cà phê","tẩy tế bào chết, làm sạch, làm mềm da, giữ độ ẩm tự nhiên, giảm kích ứng và mẩn đỏ do mụn","phù hợp với mọi loại da, kể cả da nhạy cảm",170g,dạng scrub,st ives,,mỹ
1620,34,Sữa rửa mặt Collagen Yến Teil Micro,,"giúp da luôn hồng hào căng mịn, trẻ hóa và tăng độ đàn hồi cho da, se khít lỗ chân lông giúp da mịn màng và căng bóng",,,,cam kết hàng chính hãng,10,
1621,657,Sữa rửa mặt Image Ormedic Cleanser 177ml,"chiết xuất nha đam, dầu olive, trà xanh nhật bản hữu cơ, chiết xuất hạt nhân yến mạch avena sativa, hoa cúc","tẩy trang, làm sạch, loại bỏ bụi bẩn và tạp chất, cân bằng độ ph của da, phục hồi cân bằng cho da, làm mềm mịn da","mọi loại da, kể cả da nhạy cảm",,dạng gel,image skincare,,mỹ
1622,980,[SALE] POND'S SỮA RỬA MẶT 50G CÁC MÀU.,,"làm sạch da và giảm mụn, sáng mịn tức thì trắng hồng dài lâu",,50 g,các màu cam kết chính hãng hoàn tiền 10 nếu không hài lòng,pond s,,
1623,280,[170gram] Sữa Rửa Mặt Hatomugi Naturie Hạt Ý Dĩ 170g Nhật Bản,công thức biệt được chiết xuất từ lúa mạch quả đào,"giúp da mịn màng ngay khi sử dụng, làm sạch mọi bụi bẩn và giảm sưng tấy cho da có mụn trứng cá",mọi loại da,170 g,,hatomugi naturie,,nhật bản
1624,981,(Cam Kết Chính Hãng-Date mới nhất) Sữa Rửa Mặt Dành Cho Da Mụn Neutrogena Oil-Free Acne Wash 269 ml,siêu kiềm dầu và trị mụn,"chống mụn trứng cá, kích thích mụn nhanh chín và khô dầu",da dầu dễ dị ứng nổi mụn,269 ml,sữa rửa mặt,oil fre acne wash,,
1625,982,Sữa rửa mặt Ý Dĩ Hatomugi Naturie Nhật Bản,"khoáng chất trong sữa, vitamin b trong hạt ý dĩ","thẩm thấu sâu dưỡng ẩm, chống cháy nắng, cải thiện làn da khô, chống lão hóa da, ngăn ngừa vết nhăn, chống chảy xệ, làm sạch mụn, se khít lỗ chân lông, hạn chế bã nhờn, làm trắng sáng da, mờ thâm",,130 g,tuýp,srm ydi,"3 năm kể từ ngày sản xuất, 12 tháng kể từ khi mở nắp",nhật bản
1626,983,Sữa Rửa Mặt Bơ Aron Thái Lan 210g dưỡng ẩm và làm trắng da CS01,chiết xuất từ bơ thái lan,"dưỡng ẩm, làm trắng da, se khít lỗ chân lông",phù hợp cho mọi loại da,,,,,thái lan
1627,570,Sữa rửa mặt gạo Thái Lan Xịn,"sửa gạo, tinh chất colagen, nước, mùi, lanolin, glyceryl, vitamine e, sodium, glycerin","sửa rửa mặt từ gạo rice milk civic vitamin e colagen có tác dụng rất tốt cho da dầu da nhạy cảm da bị mụn đặc biệt là không bị khô rát da giữ ẩm và làm mềm da rất tốt trong mùa hanh khô, chống nám sạm và tàn nhang, kiểm soát chất nhờn, cân bằng độ ẩm cho da",da dầu da nhạy cảm da bị mụn,180 ml,,civic,,thái lan
